--2023-05-13 02:11:46--  https://inria.hal.science/hal-01432720/document
Resolving inria.hal.science (inria.hal.science)... 193.48.96.10
Connecting to inria.hal.science (inria.hal.science)|193.48.96.10|:443... connected.
HTTP request sent, awaiting response... 200 OK
Length: 19656362 (19M) [application/pdf]
Saving to: ‘./data/0.sdv/1432720.pdf’

  9400K .......... .......... .......... .......... .......... 49%  417M 9s
  9450K .......... .......... .......... .......... .......... 49%  596M 9s
  9500K .......... .......... .......... .......... .......... 49%  246K 9s
  9550K .......... .......... .......... .......... .......... 50%  498M 9s
  9600K .......... .......... .......... .......... .......... 50%  503M 9s
  9650K .......... .......... .......... .......... .......... 50%  626M 9s
  9700K .......... .......... .......... .......... .......... 50%  247K 9s
  9750K .......... .......... .......... .......... .......... 51%  417M 9s
  9800K .......... .......... .......... .......... .......... 51%  563M 9s
  9850K .......... .......... .......... .......... .......... 51%  618M 9s
  9900K .......... .......... .......... .......... .......... 51%  245K 9s
  9950K .......... .......... .......... .......... .......... 52%  421M 9s
 10000K .......... .......... .......... .......... .......... 52%  506M 9s
 10050K .......... .......... .......... .......... .......... 52%  624M 9s
 10100K .......... .......... .......... .......... .......... 52%  248K 9s
 10150K .......... .......... .......... .......... .......... 53%  402M 9s
 10200K .......... .......... .......... .......... .......... 53%  549M 9s
 10250K .......... .......... .......... .......... .......... 53%  463M 9s
 10300K .......... .......... .......... .......... .......... 53%  246K 9s
 10350K .......... .......... .......... .......... .......... 54%  419M 9s
 10400K .......... .......... .......... .......... .......... 54%  489M 8s
 10450K .......... .......... .......... .......... .......... 54%  616M 8s
 10500K .......... .......... .......... .......... .......... 54%  632M 8s
 10550K .......... .......... .......... .......... .......... 55%  247K 8s
 10600K .......... .......... .......... .......... .......... 55%  519M 8s
 10650K .......... .......... .......... .......... .......... 55%  443M 8s
 10700K .......... .......... .......... .......... .......... 56%  375M 8s
 10750K .......... .......... .......... .......... .......... 56%  247K 8s
 10800K .......... .......... .......... .......... .......... 56%  412M 8s
 10850K .......... .......... .......... .......... .......... 56%  619M 8s
 10900K .......... .......... .......... .......... .......... 57%  614M 8s
 10950K .......... .......... .......... .......... .......... 57%  246K 8s
 11000K .......... .......... .......... .......... .......... 57%  375M 8s
 11050K .......... .......... .......... .......... .......... 57%  616M 8s
 11100K .......... .......... .......... .......... .......... 58%  624M 8s
 11150K .......... .......... .......... .......... .......... 58%  247K 8s
 11200K .......... .......... .......... .......... .......... 58%  374M 8s
 11250K .......... .......... .......... .......... .......... 58%  607M 8s
 11300K .......... .......... .......... .......... .......... 59%  627M 8s
 11350K .......... .......... .......... .......... .......... 59%  247K 8s
 11400K .......... .......... .......... .......... .......... 59%  393M 8s
 11450K .......... .......... .......... .......... .......... 59%  615M 7s
 11500K .......... .......... .......... .......... .......... 60%  605M 7s
 11550K .......... .......... .......... .......... .......... 60%  247K 7s
 11600K .......... .......... .......... .......... .......... 60%  293M 7s
 11650K .......... .......... .......... .......... .......... 60%  602M 7s
 11700K .......... .......... .......... .......... .......... 61%  619M 7s
 11750K .......... .......... .......... .......... .......... 61%  616M 7s
 11800K .......... .......... .......... .......... .......... 61%  246K 7s
 11850K .......... .......... .......... .......... .......... 61%  581M 7s
 11900K .......... .......... .......... .......... .......... 62%  620M 7s
 11950K .......... .......... .......... .......... .......... 62%  303M 7s
 12000K .......... .......... .......... .......... .......... 62%  247K 7s
 12050K .......... .......... .......... .......... .......... 63%  576M 7s
 12100K .......... .......... .......... .......... .......... 63%  620M 7s
 12150K .......... .......... .......... .......... .......... 63%  582M 7s
 12200K .......... .......... .......... .......... .......... 63%  246K 7s
 12250K .......... .......... .......... .......... .......... 64%  531M 7s
 12300K .......... .......... .......... .......... .......... 64%  429M 7s
 12350K .......... .......... .......... .......... .......... 64%  628M 7s
 12400K .......... .......... .......... .......... .......... 64%  247K 7s
 12450K .......... .......... .......... .......... .......... 65%  430M 7s
 12500K .......... .......... .......... .......... .......... 65%  615M 6s
 12550K .......... .......... .......... .......... .......... 65%  210M 6s
 12600K .......... .......... .......... .......... .......... 65%  247K 6s
 12650K .......... .......... .......... .......... .......... 66%  438M 6s
 12700K .......... .......... .......... .......... .......... 66%  622M 6s
 12750K .......... .......... .......... .......... .......... 66%  357M 6s
 12800K .......... .......... .......... .......... .......... 66%  247K 6s
 12850K .......... .......... .......... .......... .......... 67%  535M 6s
 12900K .......... .......... .......... .......... .......... 67%  626M 6s
 12950K .......... .......... .......... .......... .......... 67%  617M 6s
 13000K .......... .......... .......... .......... .......... 67%  247K 6s
 13050K .......... .......... .......... .......... .......... 68%  424M 6s
 13100K .......... .......... .......... .......... .......... 68%  603M 6s
 13150K .......... .......... .......... .......... .......... 68%  626M 6s
 13200K .......... .......... .......... .......... .......... 69%  395M 6s
 13250K .......... .......... .......... .......... .......... 69%  244K 6s
 13300K .......... .......... .......... .......... .......... 69%  445M 6s
 13350K .......... .......... .......... .......... .......... 69%  610M 6s
 13400K .......... .......... .......... .......... .......... 70%  558M 6s
 13450K .......... .......... .......... .......... .......... 70%  249K 6s
 13500K .......... .......... .......... .......... .......... 70%  440M 5s
 13550K .......... .......... .......... .......... .......... 70%  572M 5s
 13600K .......... .......... .......... .......... .......... 71%  507M 5s
 13650K .......... .......... .......... .......... .......... 71%  247K 5s
 13700K .......... .......... .......... .......... .......... 71%  432M 5s
 13750K .......... .......... .......... .......... .......... 71%  594M 5s
 13800K .......... .......... .......... .......... .......... 72%  562M 5s
 13850K .......... .......... .......... .......... .......... 72%  247K 5s
 13900K .......... .......... .......... .......... .......... 72%  567M 5s
 13950K .......... .......... .......... .......... .......... 72%  553M 5s
